,acronym,graph_id,graph_order,id,name,structure_id_path,structure_set_ids,rgb_triplet
475,DG-po,1,475,10704,"Dentate gyrus, polymorph layer","[997, 8, 567, 688, 695, 1089, 1080, 726, 10704]","[184527634, 12, 691663206]","[126, 208, 75]"
476,DG-sg,1,476,632,"Dentate gyrus, granule cell layer","[997, 8, 567, 688, 695, 1089, 1080, 726, 632]","[184527634, 12, 691663206]","[102, 168, 61]"
477,DG-sgz,1,477,10702,"Dentate gyrus, subgranular zone","[997, 8, 567, 688, 695, 1089, 1080, 726, 10702]",[],"[126, 208, 75]"
478,DGcr,1,478,734,Dentate gyrus crest,"[997, 8, 567, 688, 695, 1089, 1080, 726, 734]",[],"[126, 208, 75]"
479,DGcr-mo,1,479,742,"Dentate gyrus crest, molecular layer","[997, 8, 567, 688, 695, 1089, 1080, 726, 734, 742]",[],"[126, 208, 75]"
480,DGcr-po,1,480,751,"Dentate gyrus crest, polymorph layer","[997, 8, 567, 688, 695, 1089, 1080, 726, 734, 751]",[],"[126, 208, 75]"
481,DGcr-sg,1,481,758,"Dentate gyrus crest, granule cell layer","[997, 8, 567, 688, 695, 1089, 1080, 726, 734, 758]",[],"[126, 208, 75]"
482,DGlb,1,482,766,Dentate gyrus lateral blade,"[997, 8, 567, 688, 695, 1089, 1080, 726, 766]",[],"[126, 208, 75]"
483,DGlb-mo,1,483,775,"Dentate gyrus lateral blade, molecular layer","[997, 8, 567, 688, 695, 1089, 1080, 726, 766, 775]",[],"[126, 208, 75]"
484,DGlb-po,1,484,782,"Dentate gyrus lateral blade, polymorph layer","[997, 8, 567, 688, 695, 1089, 1080, 726, 766, 782]",[],"[126, 208, 75]"
485,DGlb-sg,1,485,790,"Dentate gyrus lateral blade, granule cell layer","[997, 8, 567, 688, 695, 1089, 1080, 726, 766, 790]",[],"[126, 208, 75]"
486,DGmb,1,486,799,Dentate gyrus medial blade,"[997, 8, 567, 688, 695, 1089, 1080, 726, 799]",[],"[126, 208, 75]"
487,DGmb-mo,1,487,807,"Dentate gyrus medial blade, molecular layer","[997, 8, 567, 688, 695, 1089, 1080, 726, 799, 807]",[],"[126, 208, 75]"
488,DGmb-po,1,488,815,"Dentate gyrus medial blade, polymorph layer","[997, 8, 567, 688, 695, 1089, 1080, 726, 799, 815]",[],"[126, 208, 75]"
489,DGmb-sg,1,489,823,"Dentate gyrus medial blade, granule cell layer","[997, 8, 567, 688, 695, 1089, 1080, 726, 799, 823]",[],"[126, 208, 75]"
490,FC,1,490,982,Fasciola cinerea,"[997, 8, 567, 688, 695, 1089, 1080, 982]","[3, 112905828, 691663206, 688152359, 687527945, 12, 184527634, 167587189]","[126, 208, 75]"
491,IG,1,491,19,Induseum griseum,"[997, 8, 567, 688, 695, 1089, 1080, 19]","[3, 112905828, 691663206, 688152359, 687527945, 12, 184527634, 167587189]","[126, 208, 75]"
492,RHP,1,492,822,Retrohippocampal region,"[997, 8, 567, 688, 695, 1089, 822]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[50, 184, 37]"
493,ENT,1,493,909,Entorhinal area,"[997, 8, 567, 688, 695, 1089, 822, 909]","[112905828, 691663206, 10, 12, 184527634, 114512891]","[50, 184, 37]"
494,ENTl,1,494,918,"Entorhinal area, lateral part","[997, 8, 567, 688, 695, 1089, 822, 909, 918]","[112905828, 691663206, 688152359, 687527945, 12, 184527634, 167587189, 114512891]","[50, 184, 37]"
495,ENTl1,1,495,1121,"Entorhinal area, lateral part, layer 1","[997, 8, 567, 688, 695, 1089, 822, 909, 918, 1121]","[184527634, 12, 691663206]","[50, 184, 37]"
496,ENTl2,1,496,20,"Entorhinal area, lateral part, layer 2","[997, 8, 567, 688, 695, 1089, 822, 909, 918, 20]","[184527634, 12, 691663206]","[50, 184, 37]"
497,ENTl2/3,1,497,999,"Entorhinal area, lateral part, layer 2/3","[997, 8, 567, 688, 695, 1089, 822, 909, 918, 999]",[12],"[50, 184, 37]"
498,ENTl2a,1,498,715,"Entorhinal area, lateral part, layer 2a","[997, 8, 567, 688, 695, 1089, 822, 909, 918, 715]",[12],"[50, 184, 37]"
499,ENTl2b,1,499,764,"Entorhinal area, lateral part, layer 2b","[997, 8, 567, 688, 695, 1089, 822, 909, 918, 764]",[12],"[50, 184, 37]"
500,ENTl3,1,500,52,"Entorhinal area, lateral part, layer 3","[997, 8, 567, 688, 695, 1089, 822, 909, 918, 52]","[184527634, 12, 691663206]","[50, 184, 37]"
501,ENTl4,1,501,92,"Entorhinal area, lateral part, layer 4","[997, 8, 567, 688, 695, 1089, 822, 909, 918, 92]",[12],"[50, 184, 37]"
502,ENTl4/5,1,502,312,"Entorhinal area, lateral part, layer 4/5","[997, 8, 567, 688, 695, 1089, 822, 909, 918, 312]",[12],"[50, 184, 37]"
503,ENTl5,1,503,139,"Entorhinal area, lateral part, layer 5","[997, 8, 567, 688, 695, 1089, 822, 909, 918, 139]","[184527634, 12, 691663206]","[50, 184, 37]"
504,ENTl5/6,1,504,387,"Entorhinal area, lateral part, layer 5/6","[997, 8, 567, 688, 695, 1089, 822, 909, 918, 387]",[],"[50, 184, 37]"
505,ENTl6a,1,505,28,"Entorhinal area, lateral part, layer 6a","[997, 8, 567, 688, 695, 1089, 822, 909, 918, 28]","[184527634, 12, 691663206]","[50, 184, 37]"
506,ENTl6b,1,506,60,"Entorhinal area, lateral part, layer 6b","[997, 8, 567, 688, 695, 1089, 822, 909, 918, 60]",[12],"[50, 184, 37]"
507,ENTm,1,507,926,"Entorhinal area, medial part, dorsal zone","[997, 8, 567, 688, 695, 1089, 822, 909, 926]","[112905828, 691663206, 688152359, 687527945, 12, 184527634, 167587189, 114512891]","[50, 184, 37]"
508,ENTm1,1,508,526,"Entorhinal area, medial part, dorsal zone, layer 1","[997, 8, 567, 688, 695, 1089, 822, 909, 926, 526]","[184527634, 12, 691663206]","[50, 184, 37]"
509,ENTm2,1,509,543,"Entorhinal area, medial part, dorsal zone, layer 2","[997, 8, 567, 688, 695, 1089, 822, 909, 926, 543]","[184527634, 12, 691663206]","[50, 184, 37]"
510,ENTm2a,1,510,468,"Entorhinal area, medial part, dorsal zone, layer 2a","[997, 8, 567, 688, 695, 1089, 822, 909, 926, 468]",[],"[50, 184, 37]"
511,ENTm2b,1,511,508,"Entorhinal area, medial part, dorsal zone, layer 2b","[997, 8, 567, 688, 695, 1089, 822, 909, 926, 508]",[],"[50, 184, 37]"
512,ENTm3,1,512,664,"Entorhinal area, medial part, dorsal zone, layer 3","[997, 8, 567, 688, 695, 1089, 822, 909, 926, 664]","[184527634, 12, 691663206]","[50, 184, 37]"
513,ENTm4,1,513,712,"Entorhinal area, medial part, dorsal zone, layer 4","[997, 8, 567, 688, 695, 1089, 822, 909, 926, 712]",[12],"[50, 184, 37]"
514,ENTm5,1,514,727,"Entorhinal area, medial part, dorsal zone, layer 5","[997, 8, 567, 688, 695, 1089, 822, 909, 926, 727]","[184527634, 12, 691663206]","[50, 184, 37]"
515,ENTm5/6,1,515,550,"Entorhinal area, medial part, dorsal zone, layer 5/6","[997, 8, 567, 688, 695, 1089, 822, 909, 926, 550]",[],"[50, 184, 37]"
516,ENTm6,1,516,743,"Entorhinal area, medial part, dorsal zone, layer 6","[997, 8, 567, 688, 695, 1089, 822, 909, 926, 743]","[184527634, 12, 691663206]","[50, 184, 37]"
517,ENTmv,1,517,934,"Entorhinal area, medial part, ventral zone","[997, 8, 567, 688, 695, 1089, 822, 909, 934]","[687527945, 184527634, 12]","[50, 184, 37]"
518,ENTmv1,1,518,259,"Entorhinal area, medial part, ventral zone, layer 1","[997, 8, 567, 688, 695, 1089, 822, 909, 934, 259]",[12],"[50, 184, 37]"
519,ENTmv2,1,519,324,"Entorhinal area, medial part, ventral zone, layer 2","[997, 8, 567, 688, 695, 1089, 822, 909, 934, 324]",[12],"[50, 184, 37]"
520,ENTmv3,1,520,371,"Entorhinal area, medial part, ventral zone, layer 3","[997, 8, 567, 688, 695, 1089, 822, 909, 934, 371]",[12],"[50, 184, 37]"
521,ENTmv4,1,521,419,"Entorhinal area, medial part, ventral zone, layer 4","[997, 8, 567, 688, 695, 1089, 822, 909, 934, 419]",[],"[50, 184, 37]"
522,ENTmv5/6,1,522,1133,"Entorhinal area, medial part, ventral zone, layer 5/6","[997, 8, 567, 688, 695, 1089, 822, 909, 934, 1133]",[],"[50, 184, 37]"
523,PAR,1,523,843,Parasubiculum,"[997, 8, 567, 688, 695, 1089, 822, 843]","[112905828, 691663206, 688152359, 687527945, 12, 184527634, 167587189, 114512891]","[114, 213, 105]"
524,PAR1,1,524,10693,"Parasubiculum, layer 1","[997, 8, 567, 688, 695, 1089, 822, 843, 10693]",[12],"[114, 213, 105]"
525,PAR2,1,525,10694,"Parasubiculum, layer 2","[997, 8, 567, 688, 695, 1089, 822, 843, 10694]",[12],"[114, 213, 105]"
526,PAR3,1,526,10695,"Parasubiculum, layer 3","[997, 8, 567, 688, 695, 1089, 822, 843, 10695]",[12],"[114, 213, 105]"
527,POST,1,527,1037,Postsubiculum,"[997, 8, 567, 688, 695, 1089, 822, 1037]","[112905828, 691663206, 688152359, 687527945, 12, 184527634, 167587189, 114512891]","[72, 200, 60]"
528,POST1,1,528,10696,"Postsubiculum, layer 1","[997, 8, 567, 688, 695, 1089, 822, 1037, 10696]",[12],"[72, 200, 60]"
529,POST2,1,529,10697,"Postsubiculum, layer 2","[997, 8, 567, 688, 695, 1089, 822, 1037, 10697]",[12],"[72, 200, 60]"
530,POST3,1,530,10698,"Postsubiculum, layer 3","[997, 8, 567, 688, 695, 1089, 822, 1037, 10698]",[12],"[72, 200, 60]"
531,PRE,1,531,1084,Presubiculum,"[997, 8, 567, 688, 695, 1089, 822, 1084]","[112905828, 691663206, 688152359, 687527945, 12, 184527634, 167587189, 114512891]","[89, 185, 71]"
532,PRE1,1,532,10699,"Presubiculum, layer 1","[997, 8, 567, 688, 695, 1089, 822, 1084, 10699]",[12],"[89, 185, 71]"
533,PRE2,1,533,10700,"Presubiculum, layer 2","[997, 8, 567, 688, 695, 1089, 822, 1084, 10700]",[12],"[89, 185, 71]"
534,PRE3,1,534,10701,"Presubiculum, layer 3","[997, 8, 567, 688, 695, 1089, 822, 1084, 10701]",[12],"[89, 185, 71]"
535,SUB,1,535,502,Subiculum,"[997, 8, 567, 688, 695, 1089, 822, 502]","[112905828, 691663206, 688152359, 687527945, 10, 12, 184527634, 112905813, 167587189, 114512891, 114512892]","[79, 194, 68]"
536,SUBd,1,536,509,"Subiculum, dorsal part","[997, 8, 567, 688, 695, 1089, 822, 502, 509]",[12],"[79, 194, 68]"
537,SUBd-m,1,537,829,"Subiculum, dorsal part, molecular layer","[997, 8, 567, 688, 695, 1089, 822, 502, 509, 829]",[12],"[79, 194, 68]"
538,SUBd-sp,1,538,845,"Subiculum, dorsal part, pyramidal layer","[997, 8, 567, 688, 695, 1089, 822, 502, 509, 845]",[12],"[75, 181, 71]"
539,SUBd-sr,1,539,837,"Subiculum, dorsal part, stratum radiatum","[997, 8, 567, 688, 695, 1089, 822, 502, 509, 837]",[12],"[79, 194, 68]"
540,SUBv,1,540,518,"Subiculum, ventral part","[997, 8, 567, 688, 695, 1089, 822, 502, 518]",[12],"[79, 194, 68]"
541,SUBv-m,1,541,853,"Subiculum, ventral part, molecular layer","[997, 8, 567, 688, 695, 1089, 822, 502, 518, 853]",[12],"[79, 194, 68]"
542,SUBv-sp,1,542,870,"Subiculum, ventral part, pyramidal layer","[997, 8, 567, 688, 695, 1089, 822, 502, 518, 870]",[12],"[75, 181, 71]"
543,SUBv-sr,1,543,861,"Subiculum, ventral part, stratum radiatum","[997, 8, 567, 688, 695, 1089, 822, 502, 518, 861]",[12],"[79, 194, 68]"
544,ProS,1,544,484682470,Prosubiculum,"[997, 8, 567, 688, 695, 1089, 822, 484682470]","[112905828, 691663206, 688152359, 184527634, 167587189, 114512891]","[88, 186, 72]"
545,ProSd,1,545,484682475,"Prosubiculum, dorsal part","[997, 8, 567, 688, 695, 1089, 822, 484682470, 484682475]",[],"[88, 186, 72]"
546,ProSd-m,1,546,484682479,"Prosubiculum, dorsal part, molecular layer","[997, 8, 567, 688, 695, 1089, 822, 484682470, 484682475, 484682479]",[],"[88, 186, 72]"
547,ProSd-sp,1,547,484682483,"Prosubiculum, dorsal part, pyramidal layer","[997, 8, 567, 688, 695, 1089, 822, 484682470, 484682475, 484682483]",[],"[86, 184, 75]"
548,ProSd-sr,1,548,484682487,"Prosubiculum, dorsal part, stratum radiatum","[997, 8, 567, 688, 695, 1089, 822, 484682470, 484682475, 484682487]",[],"[88, 186, 72]"
549,ProSv,1,549,484682492,"Prosubiculum, ventral part","[997, 8, 567, 688, 695, 1089, 822, 484682470, 484682492]",[],"[88, 186, 72]"
550,ProSv-m,1,550,484682496,"Prosubiculum, ventral part, molecular layer","[997, 8, 567, 688, 695, 1089, 822, 484682470, 484682492, 484682496]",[],"[88, 186, 72]"
551,ProSv-sp,1,551,484682500,"Prosubiculum, ventral part, pyramidal layer","[997, 8, 567, 688, 695, 1089, 822, 484682470, 484682492, 484682500]",[],"[86, 184, 75]"
552,Prosv-sr,1,552,484682504,"Prosubiculum, ventral part, stratum radiatum","[997, 8, 567, 688, 695, 1089, 822, 484682470, 484682492, 484682504]",[],"[88, 186, 72]"
553,HATA,1,553,589508447,Hippocampo-amygdalar transition area,"[997, 8, 567, 688, 695, 1089, 822, 589508447]","[112905828, 691663206, 688152359, 184527634, 167587189]","[51, 185, 50]"
554,APr,1,554,484682508,Area prostriata,"[997, 8, 567, 688, 695, 1089, 822, 484682508]","[112905828, 691663206, 688152359, 184527634, 167587189, 114512891]","[51, 185, 50]"
555,CTXsp,1,555,703,Cortical subplate,"[997, 8, 567, 688, 703]","[2, 3, 112905828, 691663206, 12, 184527634, 687527670, 114512891]","[138, 218, 135]"
556,6b,1,556,16,"Layer 6b, isocortex","[997, 8, 567, 688, 703, 16]",[10],"[138, 218, 135]"
557,CLA,1,557,583,Claustrum,"[997, 8, 567, 688, 703, 583]","[112905828, 691663206, 688152360, 687527945, 10, 12, 184527634, 167587189, 114512891]","[138, 218, 135]"
558,EP,1,558,942,Endopiriform nucleus,"[997, 8, 567, 688, 703, 942]","[112905828, 691663206, 12, 184527634, 114512891]","[160, 238, 157]"
559,EPd,1,559,952,"Endopiriform nucleus, dorsal part","[997, 8, 567, 688, 703, 942, 952]","[112905828, 691663206, 688152360, 687527945, 12, 184527634, 167587189, 114512891]","[160, 238, 157]"
560,EPv,1,560,966,"Endopiriform nucleus, ventral part","[997, 8, 567, 688, 703, 942, 966]","[112905828, 691663206, 688152360, 687527945, 12, 184527634, 167587189]","[160, 238, 157]"
561,LA,1,561,131,Lateral amygdalar nucleus,"[997, 8, 567, 688, 703, 131]","[112905828, 691663206, 688152360, 687527945, 12, 184527634, 167587189, 114512891]","[144, 235, 141]"
562,BLA,1,562,295,Basolateral amygdalar nucleus,"[997, 8, 567, 688, 703, 295]","[112905828, 691663206, 688152360, 687527945, 12, 184527634, 167587189, 114512891]","[157, 231, 156]"
563,BLAa,1,563,303,"Basolateral amygdalar nucleus, anterior part","[997, 8, 567, 688, 703, 295, 303]","[184527634, 12, 691663206]","[157, 231, 156]"
564,BLAp,1,564,311,"Basolateral amygdalar nucleus, posterior part","[997, 8, 567, 688, 703, 295, 311]","[184527634, 12, 691663206]","[157, 231, 156]"
565,BLAv,1,565,451,"Basolateral amygdalar nucleus, ventral part","[997, 8, 567, 688, 703, 295, 451]","[184527634, 12, 691663206]","[157, 231, 156]"
566,BMA,1,566,319,Basomedial amygdalar nucleus,"[997, 8, 567, 688, 703, 319]","[112905828, 691663206, 688152360, 687527945, 12, 184527634, 167587189, 114512891]","[132, 234, 129]"
567,BMAa,1,567,327,"Basomedial amygdalar nucleus, anterior part","[997, 8, 567, 688, 703, 319, 327]","[184527634, 12, 691663206]","[132, 234, 129]"
568,BMAp,1,568,334,"Basomedial amygdalar nucleus, posterior part","[997, 8, 567, 688, 703, 319, 334]","[184527634, 12, 691663206]","[132, 234, 129]"
569,PA,1,569,780,Posterior amygdalar nucleus,"[997, 8, 567, 688, 703, 780]","[112905828, 691663206, 688152360, 687527945, 12, 184527634, 167587189, 114512891]","[151, 236, 147]"
570,CNU,1,570,623,Cerebral nuclei,"[997, 8, 567, 623]","[112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[152, 214, 249]"
571,STR,1,571,477,Striatum,"[997, 8, 567, 623, 477]","[2, 112905828, 691663206, 12, 184527634, 112905813, 687527670, 114512891, 114512892]","[152, 214, 249]"
572,STRd,1,572,485,Striatum dorsal region,"[997, 8, 567, 623, 477, 485]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[152, 214, 249]"
573,CP,1,573,672,Caudoputamen,"[997, 8, 567, 623, 477, 485, 672]","[112905828, 691663206, 687527945, 10, 688152361, 12, 184527634, 112905813, 167587189, 114512891, 114512892]","[152, 214, 249]"
574,STRv,1,574,493,Striatum ventral region,"[997, 8, 567, 623, 477, 493]","[3, 112905828, 691663206, 12, 184527634, 114512891]","[128, 205, 248]"
575,ACB,1,575,56,Nucleus accumbens,"[997, 8, 567, 623, 477, 493, 56]","[112905828, 691663206, 688152361, 10, 687527945, 12, 184527634, 167587189, 114512891]","[128, 205, 248]"
576,FS,1,576,998,Fundus of striatum,"[997, 8, 567, 623, 477, 493, 998]","[112905828, 691663206, 687527945, 688152361, 12, 184527634, 167587189]","[128, 205, 248]"
577,OT,1,577,754,Olfactory tubercle,"[997, 8, 567, 623, 477, 493, 754]","[112905828, 691663206, 688152361, 10, 687527945, 12, 184527634, 167587189, 114512891]","[128, 205, 248]"
578,isl,1,578,481,Islands of Calleja,"[997, 8, 567, 623, 477, 493, 754, 481]",[12],"[128, 205, 248]"
579,islm,1,579,489,Major island of Calleja,"[997, 8, 567, 623, 477, 493, 754, 489]","[10, 12]","[128, 205, 248]"
580,OT1-3,1,580,144,"Olfactory tubercle, layers 1-3","[997, 8, 567, 623, 477, 493, 754, 144]",[],"[128, 205, 248]"
581,OT1,1,581,458,"Olfactory tubercle, molecular layer","[997, 8, 567, 623, 477, 493, 754, 458]",[12],"[128, 205, 248]"
582,OT2,1,582,465,"Olfactory tubercle, pyramidal layer","[997, 8, 567, 623, 477, 493, 754, 465]",[12],"[128, 205, 248]"
583,OT3,1,583,473,"Olfactory tubercle, polymorph layer","[997, 8, 567, 623, 477, 493, 754, 473]",[12],"[128, 205, 248]"
584,LSS,1,584,549009199,Lateral strip of striatum,"[997, 8, 567, 623, 477, 493, 549009199]",[],"[128, 205, 248]"
585,LSX,1,585,275,Lateral septal complex,"[997, 8, 567, 623, 477, 275]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[144, 203, 237]"
586,LS,1,586,242,Lateral septal nucleus,"[997, 8, 567, 623, 477, 275, 242]","[112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[144, 203, 237]"
587,LSc,1,587,250,"Lateral septal nucleus, caudal (caudodorsal) part","[997, 8, 567, 623, 477, 275, 242, 250]","[112905828, 691663206, 688152361, 10, 687527945, 12, 184527634, 112905813, 167587189, 114512891, 114512892]","[144, 203, 237]"
588,LSr,1,588,258,"Lateral septal nucleus, rostral (rostroventral) part","[997, 8, 567, 623, 477, 275, 242, 258]","[112905828, 691663206, 688152361, 687527945, 12, 184527634, 112905813, 167587189, 114512891, 114512892]","[144, 203, 237]"
589,LSv,1,589,266,"Lateral septal nucleus, ventral part","[997, 8, 567, 623, 477, 275, 242, 266]","[112905828, 691663206, 688152361, 687527945, 12, 184527634, 167587189, 114512891]","[144, 203, 237]"
590,SF,1,590,310,Septofimbrial nucleus,"[997, 8, 567, 623, 477, 275, 310]","[112905828, 691663206, 687527945, 688152361, 12, 184527634, 112905813, 167587189, 114512891, 114512892]","[144, 203, 237]"
591,SH,1,591,333,Septohippocampal nucleus,"[997, 8, 567, 623, 477, 275, 333]","[112905828, 691663206, 688152361, 687527945, 12, 184527634, 167587189]","[144, 203, 237]"
592,sAMY,1,592,278,Striatum-like amygdalar nuclei,"[997, 8, 567, 623, 477, 278]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891]","[128, 192, 226]"
593,AAA,1,593,23,Anterior amygdalar area,"[997, 8, 567, 623, 477, 278, 23]","[112905828, 691663206, 687527945, 688152361, 12, 184527634, 167587189, 114512891]","[128, 192, 226]"
594,BA,1,594,292,Bed nucleus of the accessory olfactory tract,"[997, 8, 567, 623, 477, 278, 292]","[112905828, 691663206, 687527945, 688152361, 12, 184527634, 167587189]","[128, 192, 226]"
595,CEA,1,595,536,Central amygdalar nucleus,"[997, 8, 567, 623, 477, 278, 536]","[112905828, 691663206, 687527945, 10, 688152361, 12, 184527634, 112905813, 167587189, 114512891]","[128, 192, 226]"
596,CEAc,1,596,544,"Central amygdalar nucleus, capsular part","[997, 8, 567, 623, 477, 278, 536, 544]","[184527634, 12, 691663206]","[128, 192, 226]"
597,CEAl,1,597,551,"Central amygdalar nucleus, lateral part","[997, 8, 567, 623, 477, 278, 536, 551]","[184527634, 12, 691663206]","[128, 192, 226]"
598,CEAm,1,598,559,"Central amygdalar nucleus, medial part","[997, 8, 567, 623, 477, 278, 536, 559]","[184527634, 12, 691663206]","[128, 192, 226]"
599,IA,1,599,1105,Intercalated amygdalar nucleus,"[997, 8, 567, 623, 477, 278, 1105]","[112905828, 691663206, 688152361, 687527945, 12, 184527634, 167587189]","[128, 192, 226]"
600,MEA,1,600,403,Medial amygdalar nucleus,"[997, 8, 567, 623, 477, 278, 403]","[112905828, 691663206, 688152361, 10, 687527945, 12, 184527634, 167587189, 114512891]","[128, 192, 226]"
601,MEAad,1,601,411,"Medial amygdalar nucleus, anterodorsal part","[997, 8, 567, 623, 477, 278, 403, 411]",[12],"[128, 192, 226]"
602,MEAav,1,602,418,"Medial amygdalar nucleus, anteroventral part","[997, 8, 567, 623, 477, 278, 403, 418]",[12],"[128, 192, 226]"
603,MEApd,1,603,426,"Medial amygdalar nucleus, posterodorsal part","[997, 8, 567, 623, 477, 278, 403, 426]",[12],"[128, 192, 226]"
604,MEApd-a,1,604,472,"Medial amygdalar nucleus, posterodorsal part, sublayer a","[997, 8, 567, 623, 477, 278, 403, 426, 472]",[12],"[128, 192, 226]"
605,MEApd-b,1,605,480,"Medial amygdalar nucleus, posterodorsal part, sublayer b","[997, 8, 567, 623, 477, 278, 403, 426, 480]",[12],"[128, 192, 226]"
606,MEApd-c,1,606,487,"Medial amygdalar nucleus, posterodorsal part, sublayer c","[997, 8, 567, 623, 477, 278, 403, 426, 487]",[12],"[128, 192, 226]"
607,MEApv,1,607,435,"Medial amygdalar nucleus, posteroventral part","[997, 8, 567, 623, 477, 278, 403, 435]",[12],"[128, 192, 226]"
608,PAL,1,608,803,Pallidum,"[997, 8, 567, 623, 803]","[2, 112905828, 691663206, 12, 184527634, 112905813, 687527670, 114512891, 114512892]","[133, 153, 204]"
